Time,Temperature,Rel_Humidity,S1,S2,S3,S4,S5,S6,S7,S8
52.9,20.91,35.67,308,275,499,571,528,649,583,672
53.01,20.91,35.67,309,275,499,571,529,649,583,672
53.11,20.91,35.67,309,274,499,571,528,649,583,672
53.21,20.91,35.67,309,275,499,571,528,649,583,672
53.29,20.91,35.67,311,275,499,571,528,649,583,671
53.41,20.91,35.67,310,275,499,571,528,649,583,672
53.5,20.91,35.67,309,274,499,571,528,649,583,672
53.6,20.91,35.67,311,274,499,571,528,649,582,672
53.7,20.92,35.67,310,275,499,571,528,649,583,672
53.8,20.92,35.67,309,274,499,571,529,649,583,672
53.9,20.92,35.67,309,274,499,571,528,649,583,672
54,20.92,35.67,309,274,499,571,529,649,583,672
54.11,20.92,35.67,310,274,498,572,528,649,582,671
54.21,20.92,35.67,309,274,499,571,528,649,583,672
54.31,20.92,35.67,308,275,499,572,528,649,583,671
54.41,20.92,35.67,309,275,499,571,528,649,583,672
54.51,20.92,35.67,310,275,499,571,529,649,582,672
54.59,20.92,35.67,309,274,499,571,528,649,582,672
54.71,20.92,35.74,311,275,499,571,528,649,583,672
54.79,20.92,35.74,309,275,499,571,528,649,583,672
54.91,20.92,35.74,309,274,499,571,529,649,582,672
55.01,20.92,35.74,308,275,499,571,528,649,582,672
55.1,20.92,35.74,311,274,499,571,528,648,583,672
55.2,20.92,35.74,308,275,499,571,529,649,583,672
55.3,20.92,35.74,309,275,499,571,529,649,583,672
55.4,20.92,35.74,310,275,500,572,528,649,583,672
55.5,20.92,35.74,309,274,499,571,528,649,583,672
55.6,20.92,35.74,308,274,499,571,528,649,582,672
55.7,20.93,35.7,309,274,499,571,528,649,582,672
55.8,20.93,35.7,309,274,499,571,528,649,583,672
55.91,20.93,35.7,309,274,498,571,528,649,582,672
56.01,20.93,35.7,309,274,499,571,528,649,582,672
56.09,20.93,35.7,309,274,499,571,529,649,583,672
56.2,20.93,35.7,309,275,499,571,528,649,583,672
56.3,20.93,35.7,308,274,499,571,529,649,583,671
56.4,20.93,35.7,309,274,499,571,529,649,583,672
56.5,20.93,35.7,311,274,499,571,528,649,583,672
56.6,20.93,35.7,308,274,499,571,528,649,583,672
56.7,20.93,35.7,308,275,499,571,528,649,583,672
56.8,20.92,35.74,308,274,498,571,528,649,582,672
56.91,20.92,35.74,309,275,499,571,528,649,583,672
57.01,20.92,35.74,310,274,499,571,528,649,583,672
57.11,20.92,35.74,309,274,499,571,528,649,583,672
57.21,20.92,35.74,309,274,498,570,529,649,583,672
57.3,20.92,35.74,308,274,498,571,528,649,583,672
57.4,20.92,35.74,309,274,499,571,528,649,583,672
57.5,20.92,35.74,309,274,499,571,528,649,583,672
57.6,20.92,35.74,309,275,499,571,528,648,583,672
57.7,20.92,35.74,310,275,499,571,528,649,583,672
57.8,20.92,35.74,308,274,499,571,528,649,583,672
57.9,20.92,35.74,309,274,499,571,528,649,583,672
58.01,20.92,35.74,310,274,499,571,528,649,583,672
58.11,20.92,35.74,308,274,498,571,528,649,583,672
58.19,20.92,35.74,308,274,498,571,528,649,583,672
58.31,20.92,35.74,309,274,499,571,528,649,582,672
58.41,20.92,35.74,308,275,499,571,528,649,583,672
58.5,20.92,35.74,309,274,498,571,528,649,583,672
58.61,20.92,35.74,308,274,499,570,528,649,583,672
58.71,20.92,35.74,309,274,498,571,528,650,583,672
58.81,20.92,35.7,308,274,499,571,529,649,583,672
58.91,20.92,35.7,309,274,498,571,529,650,583,672
58.99,20.92,35.7,308,274,499,572,528,649,583,672
59.1,20.92,35.7,309,274,499,571,529,649,583,672
59.2,20.92,35.7,309,275,499,571,528,649,583,672
59.3,20.92,35.7,308,274,498,571,529,649,583,672
59.4,20.92,35.7,309,274,498,571,528,649,583,672
59.5,20.92,35.7,309,274,498,571,528,649,583,672
59.6,20.92,35.7,310,274,498,571,529,649,583,672
59.7,20.92,35.7,309,274,498,571,528,649,583,672
59.8,20.92,35.74,309,274,499,571,528,649,583,672
59.9,20.92,35.74,309,274,498,571,528,650,583,672
60,20.92,35.74,309,275,498,571,528,649,583,672
60.11,20.92,35.74,309,274,499,570,529,649,583,672
60.2,20.92,35.74,309,274,498,571,528,649,583,672
60.3,20.92,35.74,309,274,499,571,528,649,583,672
60.4,20.92,35.74,309,274,498,571,528,649,583,672
60.5,20.92,35.74,309,274,498,571,529,649,583,672
60.6,20.92,35.74,308,274,498,571,528,649,583,672
60.7,20.92,35.74,309,274,499,571,528,649,583,672
60.8,20.91,35.74,308,274,498,571,528,649,583,672
60.9,20.91,35.74,309,274,498,571,528,649,583,672
61,20.91,35.74,309,274,498,571,529,650,583,672
61.1,20.91,35.74,309,274,498,571,528,649,583,672
61.2,20.91,35.74,309,274,499,571,528,649,583,672
61.3,20.91,35.74,309,274,499,571,528,650,584,672
61.4,20.91,35.74,309,274,498,571,528,650,583,672
61.5,20.91,35.74,309,274,499,571,528,649,583,672
61.6,20.91,35.74,309,274,499,571,529,649,583,673
61.7,20.91,35.74,308,273,499,571,529,649,583,672
61.8,20.93,35.74,308,274,498,571,528,649,583,673
61.9,20.93,35.74,309,274,498,571,529,649,583,672
62,20.93,35.74,309,274,498,571,528,649,584,672
62.1,20.93,35.74,309,274,499,571,529,649,583,673
62.21,20.93,35.74,308,274,498,570,529,649,583,672
62.3,20.93,35.74,310,274,498,571,528,649,583,672
62.4,20.93,35.74,309,274,498,571,528,649,583,672
62.49,20.93,35.74,308,274,499,571,529,649,583,672
62.59,20.93,35.74,311,274,498,571,528,649,583,673
62.69,20.93,35.74,309,274,498,571,528,649,583,672
62.8,20.91,35.74,309,274,498,571,528,649,583,672
62.9,20.91,35.74,309,274,498,571,528,649,583,672
63,20.91,35.74,309,274,498,571,528,649,583,672
63.1,20.91,35.74,309,274,498,571,529,649,583,672
63.2,20.91,35.74,311,274,498,571,528,650,583,672
63.3,20.91,35.74,309,274,498,571,528,650,583,672
63.4,20.91,35.74,309,274,498,571,528,649,583,672
63.5,20.91,35.74,308,274,498,571,528,649,583,672
63.61,20.91,35.74,310,274,498,571,528,649,583,673
63.71,20.91,35.74,310,274,498,571,528,649,584,672
63.79,20.91,35.74,309,273,498,571,529,649,583,672
63.91,20.92,35.74,308,273,499,571,529,649,583,673
64,20.92,35.74,309,273,498,571,528,649,583,673
64.1,20.92,35.74,311,274,498,571,529,649,583,672
64.2,20.92,35.74,309,274,498,571,528,649,584,673
64.3,20.92,35.74,310,273,498,571,528,649,583,672
64.4,20.92,35.74,309,274,498,571,528,649,583,672
64.5,20.92,35.74,309,273,498,571,529,650,584,672
64.6,20.92,35.74,309,274,498,571,528,650,583,673
64.7,20.92,35.74,309,274,498,571,528,649,583,672
64.79,20.92,35.74,311,274,499,571,529,650,583,673
64.89,20.91,35.74,309,273,498,571,528,649,583,672
64.99,20.91,35.74,310,274,499,571,528,649,583,672
65.1,20.91,35.74,310,274,498,571,529,650,583,673
65.2,20.91,35.74,308,274,499,571,528,649,583,673
65.3,20.91,35.74,309,273,498,571,528,649,584,672
65.4,20.91,35.74,309,274,498,571,529,649,584,673
65.51,20.91,35.74,309,274,498,571,529,650,583,672
65.6,20.91,35.74,310,274,498,571,528,649,583,672
65.71,20.91,35.74,309,273,498,571,528,649,583,672
65.8,20.91,35.74,309,273,498,571,528,650,583,673
65.9,20.92,35.74,309,274,499,571,529,649,584,673
66,20.92,35.74,309,274,499,571,529,650,583,673
66.1,20.92,35.74,308,273,499,571,528,650,584,672
66.2,20.92,35.74,308,273,499,571,529,649,583,673
66.3,20.92,35.74,309,273,498,571,528,650,583,672
66.41,20.92,35.74,308,273,498,571,528,649,583,673
66.51,20.92,35.74,308,273,498,571,529,649,583,673
66.61,20.92,35.74,309,274,498,571,528,649,583,673
66.71,20.92,35.74,308,274,498,571,528,649,583,672
66.81,20.92,35.74,308,274,498,571,529,650,584,672
66.9,20.93,35.74,310,274,498,571,528,649,583,672
67,20.93,35.74,309,273,499,571,529,649,583,672
67.1,20.93,35.74,308,273,498,571,528,650,583,672
67.2,20.93,35.74,310,273,498,571,528,650,583,672
67.3,20.93,35.74,310,273,498,571,529,649,583,672
67.4,20.93,35.74,309,273,498,571,528,649,583,672
67.5,20.93,35.74,309,274,498,571,528,650,583,673
67.6,20.93,35.74,311,273,498,571,528,650,583,672
67.7,20.93,35.74,308,274,498,571,529,649,583,672
67.8,20.93,35.74,309,273,498,571,529,650,583,673
67.9,20.92,35.74,309,274,498,571,529,650,583,672
68,20.92,35.74,308,274,498,571,528,649,584,673
68.1,20.92,35.74,309,273,498,571,529,650,583,672
68.2,20.92,35.74,310,274,498,571,528,650,583,673
68.31,20.92,35.74,308,273,498,571,528,650,583,672
68.4,20.92,35.74,308,274,498,571,528,650,583,673
68.5,20.92,35.74,308,274,498,571,528,650,583,672
68.6,20.92,35.74,309,273,498,571,529,649,583,672
68.7,20.92,35.74,308,274,498,571,528,650,583,673
68.8,20.92,35.74,309,273,498,571,528,649,583,672
68.9,20.93,35.74,309,273,498,571,528,649,583,672
69,20.93,35.74,309,273,498,571,529,649,583,672
69.11,20.93,35.74,308,274,498,571,528,649,583,672
69.2,20.93,35.74,309,273,498,571,528,649,583,672
69.3,20.93,35.74,309,273,498,571,528,650,583,673
69.41,20.93,35.74,309,273,498,571,528,650,583,673
69.5,20.93,35.74,308,273,498,571,528,649,582,673
69.6,20.93,35.74,308,274,498,572,528,649,583,673
69.71,20.93,35.74,308,274,498,571,529,650,584,673
69.8,20.93,35.74,310,274,498,571,529,649,583,672
69.9,20.93,35.74,308,273,498,571,528,650,583,673
70,20.92,35.81,309,273,498,571,529,650,584,672
70.1,20.92,35.81,309,273,498,571,529,650,583,672
70.2,20.92,35.81,308,273,498,571,529,649,583,672
70.31,20.92,35.81,308,273,498,571,529,649,583,672
70.39,20.92,35.81,308,274,499,571,528,650,583,673
70.51,20.92,35.81,308,274,498,571,528,650,583,672
70.6,20.92,35.81,308,273,497,571,528,650,583,672
70.69,20.92,35.81,309,273,498,571,528,650,583,672
70.8,20.92,35.81,309,273,498,571,529,650,583,672
70.9,20.92,35.81,309,273,497,571,528,649,583,673
70.99,20.93,35.81,309,273,498,571,529,650,583,673
71.11,20.93,35.81,309,273,498,571,528,649,583,672
71.21,20.93,35.81,310,273,497,571,528,649,583,673
71.31,20.93,35.81,309,273,497,571,528,649,583,672
71.4,20.93,35.81,308,274,497,571,529,650,583,672
71.5,20.93,35.81,308,273,497,571,528,650,584,673
71.61,20.93,35.81,310,274,498,571,528,650,583,672
71.71,20.93,35.81,310,274,498,571,529,650,583,673
71.81,20.93,35.81,308,273,498,571,528,650,583,672
71.91,20.93,35.81,309,273,498,571,529,650,583,672
72,20.92,35.74,309,273,498,571,528,649,584,673
72.11,20.92,35.74,310,274,498,571,528,649,583,672
72.19,20.92,35.74,309,273,497,570,529,649,583,672
72.31,20.92,35.74,308,273,497,571,528,650,584,672
72.41,20.92,35.74,308,273,498,570,528,650,584,673
72.51,20.92,35.74,308,273,497,571,529,649,584,673
72.6,20.92,35.74,309,273,497,571,528,650,583,673
72.7,20.92,35.74,310,274,498,571,528,650,584,673
72.8,20.92,35.74,308,273,497,571,528,650,584,673
72.9,20.92,35.74,309,274,497,571,529,650,584,673
73,20.9,35.81,308,273,498,571,528,650,584,673
73.1,20.9,35.81,309,274,498,571,529,650,585,673
73.2,20.9,35.81,309,274,498,571,529,650,585,674
73.31,20.9,35.81,309,273,498,571,528,650,585,674
73.41,20.9,35.81,310,273,498,571,529,650,585,674
73.51,20.9,35.81,309,273,498,571,529,650,585,674
73.61,20.9,35.81,309,273,498,571,529,650,586,673
73.71,20.9,35.81,310,273,498,571,528,650,585,674
73.8,20.9,35.81,309,273,498,570,529,649,586,674
73.91,20.9,35.81,309,274,499,571,528,650,585,674
74.01,20.92,35.77,308,273,498,571,528,650,586,674
74.09,20.92,35.77,308,273,498,571,528,650,586,674
74.2,20.92,35.77,309,273,498,571,529,650,587,675
74.29,20.92,35.77,308,273,499,571,529,650,587,675
74.4,20.92,35.77,309,273,498,571,529,650,587,675
74.5,20.92,35.77,309,273,498,571,529,650,587,675
74.61,20.92,35.77,309,273,498,571,529,650,587,675
74.7,20.92,35.77,311,274,498,571,529,651,587,676
74.8,20.92,35.77,310,273,498,571,529,650,588,675
74.91,20.92,35.77,309,273,498,571,529,650,588,676
75,20.91,35.74,309,273,498,571,529,650,588,676
75.11,20.91,35.74,309,273,499,571,529,650,588,676
75.21,20.91,35.74,310,273,498,571,529,650,588,676
75.31,20.91,35.74,309,273,498,571,529,651,589,677
75.41,20.91,35.74,310,273,499,571,529,650,589,677
75.5,20.91,35.74,310,273,498,571,529,651,589,677
75.6,20.91,35.74,310,273,498,571,529,650,589,678
75.7,20.91,35.74,309,274,499,571,529,650,590,678
75.8,20.91,35.74,310,273,498,571,530,651,590,678
75.9,20.91,35.74,309,273,499,571,529,651,591,678
76,20.91,35.74,310,273,499,571,529,651,590,678
76.1,20.91,35.67,309,273,499,571,530,651,590,679
76.21,20.91,35.67,310,274,499,571,529,651,591,679
76.29,20.91,35.67,310,274,499,571,530,651,591,680
76.41,20.91,35.67,310,273,499,571,530,651,591,680
76.51,20.91,35.67,312,273,500,571,530,651,592,680
76.6,20.91,35.67,310,273,500,571,531,651,592,680
76.7,20.91,35.67,313,273,500,571,530,651,592,681
76.8,20.91,35.67,311,273,500,571,530,651,592,681
76.9,20.91,35.67,310,273,499,571,531,651,592,682
77.01,20.91,35.67,310,274,500,571,530,652,592,681
77.1,20.9,35.74,310,273,500,571,531,651,593,681
77.2,20.9,35.74,311,274,500,571,530,651,593,682
77.3,20.9,35.74,311,274,500,571,531,651,593,683
77.39,20.9,35.74,312,273,500,571,530,651,593,682
77.49,20.9,35.74,311,274,500,571,530,651,593,683
77.59,20.9,35.74,310,274,500,571,530,651,593,683
77.7,20.9,35.74,310,274,501,571,530,651,594,683
77.8,20.9,35.74,311,274,501,571,531,651,594,683
77.91,20.9,35.74,311,273,501,571,531,652,595,684
78,20.9,35.74,313,274,501,571,530,651,595,684
78.1,20.92,35.74,311,274,502,571,531,652,595,684
78.21,20.92,35.74,313,274,501,571,531,651,596,685
78.31,20.92,35.74,311,274,502,571,531,652,596,686
78.39,20.92,35.74,314,274,501,571,531,652,596,685
78.5,20.92,35.74,314,274,502,571,531,652,597,686
78.59,20.92,35.74,311,274,502,571,531,652,596,686
78.69,20.92,35.74,312,275,503,571,531,652,597,687
78.81,20.92,35.74,312,274,502,571,532,653,598,687
78.9,20.92,35.74,313,275,503,571,531,652,598,687
79,20.92,35.74,312,274,503,571,531,653,598,688
79.1,20.92,35.71,312,275,503,571,532,652,599,688
79.2,20.92,35.71,313,275,503,571,532,653,599,688
79.31,20.92,35.71,312,275,504,571,532,653,600,690
79.4,20.92,35.71,313,274,503,571,532,653,600,690
79.5,20.92,35.71,313,274,504,571,532,653,600,690
79.61,20.92,35.71,313,274,504,571,532,653,601,691
79.71,20.92,35.71,315,275,504,571,532,653,601,691
79.81,20.92,35.71,315,275,504,571,533,653,602,692
79.91,20.92,35.71,313,274,505,571,532,653,603,692
80.01,20.92,35.71,315,275,505,571,533,653,604,692
80.09,20.94,35.74,313,275,504,571,533,653,604,693
80.19,20.94,35.74,314,275,505,571,533,653,604,694
80.31,20.94,35.74,316,276,505,571,533,653,604,694
80.41,20.94,35.74,314,276,505,571,533,653,605,695
80.49,20.94,35.74,314,276,506,571,533,654,605,695
80.6,20.94,35.74,314,275,506,571,534,654,606,696
80.7,20.94,35.74,314,275,507,571,533,654,606,697
80.8,20.94,35.74,314,275,507,571,534,654,606,698
80.9,20.94,35.74,314,275,506,571,534,654,606,698
81,20.94,35.74,315,275,507,571,534,655,608,699
81.1,20.93,35.67,316,275,508,570,534,654,608,700
81.2,20.93,35.67,315,276,507,571,535,655,608,700
81.31,20.93,35.67,315,276,508,571,535,655,609,701
81.39,20.93,35.67,315,276,508,571,535,654,610,702
81.49,20.93,35.67,315,276,508,571,535,655,610,702
81.6,20.93,35.67,316,276,509,571,535,655,610,703
81.7,20.93,35.67,315,276,509,571,535,655,611,704
81.81,20.93,35.67,316,276,509,571,535,655,611,704
81.91,20.93,35.67,316,276,509,571,535,655,611,705
82.01,20.93,35.67,317,276,510,571,536,656,612,706
82.11,20.93,35.67,317,276,510,571,535,656,612,707
82.21,20.93,35.67,316,277,510,571,536,656,613,707
82.3,20.93,35.67,317,277,511,571,536,656,613,708
82.41,20.93,35.67,317,276,512,570,536,656,614,709
82.51,20.93,35.67,317,277,511,571,536,656,614,709
82.61,20.93,35.67,317,277,511,571,537,656,615,710
82.71,20.93,35.67,318,278,511,571,536,657,615,711
82.81,20.93,35.67,318,277,512,571,536,657,616,711
82.91,20.93,35.67,319,277,512,571,537,657,616,713
83,20.93,35.67,318,277,513,571,537,657,617,713
83.1,20.93,35.67,318,277,513,571,537,657,617,714
83.2,20.92,35.71,319,278,513,571,538,658,619,715
83.3,20.92,35.71,320,277,514,571,538,658,619,716
83.4,20.92,35.71,318,278,513,571,538,658,620,717
83.5,20.92,35.71,318,278,514,570,538,659,620,719
83.61,20.92,35.71,320,278,515,571,539,659,621,719
83.71,20.92,35.71,319,278,515,571,539,659,622,720
83.81,20.92,35.71,320,278,515,571,539,659,623,722
83.89,20.92,35.71,320,278,516,571,539,660,623,723
84,20.92,35.71,323,278,516,571,539,660,624,724
84.1,20.92,35.71,320,279,517,571,540,661,626,725
84.2,20.92,35.67,321,279,517,571,540,661,626,726
84.3,20.92,35.67,321,280,517,571,540,661,627,727
84.4,20.92,35.67,321,279,517,571,541,661,628,729
84.5,20.92,35.67,321,280,517,571,541,662,629,729
84.6,20.92,35.67,321,279,518,571,541,662,630,731
84.71,20.92,35.67,322,279,519,571,541,662,631,732
84.81,20.92,35.67,322,279,519,571,542,663,632,733
84.91,20.92,35.67,322,280,519,571,542,662,633,736
85.01,20.92,35.67,322,280,519,571,542,663,634,737
85.11,20.92,35.67,324,280,520,571,543,663,635,738
85.21,20.92,35.74,322,280,520,570,543,664,635,739
85.31,20.92,35.74,323,280,521,571,543,664,637,741
85.41,20.92,35.74,324,280,521,571,543,664,638,742
85.51,20.92,35.74,323,281,521,571,544,665,639,743
85.61,20.92,35.74,323,281,521,571,544,665,640,745
85.7,20.92,35.74,323,281,522,571,544,665,641,746
85.8,20.92,35.74,324,280,522,571,545,666,642,747
85.91,20.92,35.74,324,281,522,571,545,666,643,748
86,20.92,35.74,324,281,523,571,545,666,644,750
86.1,20.92,35.74,325,281,523,571,546,667,645,752
86.2,20.93,35.74,324,281,523,571,546,668,646,753
86.3,20.93,35.74,324,282,525,571,546,668,647,754
86.4,20.93,35.74,325,281,525,571,547,668,648,756
86.5,20.93,35.74,326,281,524,571,547,669,649,757
86.61,20.93,35.74,326,283,525,571,548,669,650,759
86.71,20.93,35.74,326,282,526,570,548,669,652,760
86.8,20.93,35.74,326,282,525,571,548,670,652,761
86.9,20.93,35.74,326,282,527,571,549,670,654,763
87.01,20.93,35.74,327,283,526,571,549,670,655,764
87.11,20.93,35.74,327,282,527,571,549,671,656,766
87.2,20.92,35.71,327,283,527,570,550,671,657,767
87.3,20.92,35.71,327,283,527,571,550,671,658,769
87.4,20.92,35.71,327,283,528,571,551,672,659,770
87.49,20.92,35.71,328,283,529,572,551,673,661,772
87.61,20.92,35.71,327,283,529,571,552,672,662,773
87.7,20.92,35.71,328,283,529,571,552,673,663,775
87.8,20.92,35.71,328,283,530,571,552,673,664,776
87.9,20.92,35.71,328,283,530,571,554,673,665,778
88,20.92,35.71,329,283,530,571,553,674,666,779
88.11,20.92,35.71,330,284,530,571,555,674,667,781
88.19,20.92,35.71,329,284,531,571,554,675,669,782
88.31,20.92,35.74,330,285,531,571,555,676,671,784
88.41,20.92,35.74,329,284,531,571,556,677,671,786
88.51,20.92,35.74,330,285,533,571,556,677,673,788
88.6,20.92,35.74,330,285,533,571,557,678,674,789
88.7,20.92,35.74,331,285,533,572,557,678,675,791
88.8,20.92,35.74,330,285,533,571,558,678,677,793
88.9,20.92,35.74,331,284,533,571,559,679,678,794
89,20.92,35.74,332,285,534,571,559,680,680,796
89.1,20.92,35.74,331,286,535,572,559,680,681,798
89.2,20.92,35.74,331,285,535,571,560,681,683,800
89.31,20.92,35.74,332,285,535,571,560,682,684,802
89.39,20.92,35.74,332,285,536,571,561,682,686,804
89.51,20.92,35.74,332,285,536,572,562,683,687,805
89.61,20.92,35.74,332,286,536,572,563,684,688,807
89.7,20.92,35.74,332,287,537,572,563,684,690,808
89.8,20.92,35.74,332,286,537,571,564,684,691,810
89.9,20.92,35.74,333,286,538,572,564,686,692,812
90,20.92,35.74,333,287,538,572,565,687,693,814
90.1,20.92,35.74,333,286,539,572,566,687,695,816
90.2,20.92,35.74,334,287,539,572,566,688,696,817
90.31,20.93,35.74,334,287,540,572,567,689,697,819
90.41,20.93,35.74,334,287,541,572,567,689,698,821
90.51,20.93,35.74,334,288,541,572,567,690,699,823
90.61,20.93,35.74,337,288,540,572,568,691,700,824
90.7,20.93,35.74,335,288,541,572,568,691,701,825
90.8,20.93,35.74,335,288,541,572,569,692,702,827
90.91,20.93,35.74,335,288,542,571,570,693,703,829
91.01,20.93,35.74,335,288,542,572,570,693,704,831
91.09,20.93,35.74,335,288,543,572,571,694,705,832
91.15,20.93,35.74,336,289,544,573,571,694,705,832
91.15,20.93,35.74,336,289,544,573,571,694,705,832
91.65,20.92,35.74,336,289,544,573,571,694,705,832
91.65,20.92,35.74,336,289,544,573,571,694,705,832
91.65,20.92,35.74,336,289,544,573,571,694,705,832
91.69,20.92,35.74,336,289,544,572,574,698,710,840
91.8,20.92,35.74,339,290,546,572,575,698,711,842
91.91,20.92,35.74,337,290,545,572,575,699,712,843
92.01,20.92,35.74,338,290,546,572,576,700,712,845
92.11,20.92,35.74,338,290,546,572,576,701,713,846
92.21,20.92,35.74,338,290,547,573,577,702,714,848
92.3,20.92,35.74,339,290,547,572,578,702,715,848
92.4,20.92,35.74,338,291,548,572,578,702,715,850
92.5,20.92,35.74,338,290,548,573,579,703,716,852
92.6,20.92,35.74,339,290,549,573,579,704,716,852
92.7,20.92,35.74,339,290,549,572,580,705,717,854
92.8,20.92,35.74,340,291,549,573,580,705,718,855
92.9,20.92,35.74,339,291,549,573,581,706,718,856
93.01,20.92,35.74,342,291,549,573,581,707,719,857
93.11,20.92,35.74,339,291,551,573,582,708,719,858
93.19,20.92,35.74,340,291,550,573,582,708,720,859
93.31,20.92,35.7,340,292,551,574,583,708,720,860
93.41,20.92,35.7,341,292,551,573,583,709,721,861
93.51,20.92,35.7,341,292,551,573,584,710,722,862
93.6,20.92,35.7,341,291,551,573,585,710,723,863
93.7,20.92,35.7,341,292,553,573,585,711,723,864
93.8,20.92,35.7,343,292,553,573,585,711,724,865
93.9,20.92,35.7,342,292,553,573,586,712,724,866
94,20.92,35.7,341,292,554,573,587,712,725,867
94.1,20.92,35.7,342,292,554,573,587,713,727,869
94.19,20.92,35.7,343,293,554,573,588,714,727,869
94.31,20.92,35.7,342,294,554,573,588,715,728,871
94.41,20.92,35.7,343,294,554,573,588,715,729,872
94.51,20.92,35.7,343,294,555,573,589,716,730,873
94.61,20.92,35.7,343,293,555,574,590,716,731,874
94.7,20.92,35.7,343,294,556,573,590,717,731,875
94.8,20.92,35.7,343,294,556,574,591,717,733,876
94.9,20.92,35.7,344,294,556,574,591,718,734,877
95,20.92,35.7,344,295,558,573,592,719,735,878
95.1,20.92,35.7,344,295,557,574,592,719,736,880
95.21,20.92,35.7,347,294,557,574,593,720,737,881
95.31,20.92,35.7,345,295,558,574,593,721,738,881
95.4,20.92,35.67,345,295,558,574,594,721,739,883
95.51,20.92,35.67,345,295,558,574,595,721,740,884
95.61,20.92,35.67,345,295,558,574,595,721,741,885
95.71,20.92,35.67,348,295,559,574,595,723,742,886
95.81,20.92,35.67,345,295,560,574,596,723,742,887
95.9,20.92,35.67,347,296,559,574,597,723,744,888
96,20.92,35.67,346,295,560,574,597,724,745,890
96.1,20.92,35.67,346,296,560,574,598,725,745,890
96.2,20.92,35.67,347,296,561,574,598,725,746,892
96.3,20.92,35.67,346,296,561,574,599,726,748,892
96.4,20.93,35.74,347,296,561,574,599,727,748,894
96.5,20.93,35.74,347,296,561,574,600,727,749,895
96.6,20.93,35.74,347,297,562,574,601,728,751,896
96.71,20.93,35.74,348,297,563,574,601,729,751,897
96.81,20.93,35.74,347,297,563,574,603,729,753,898
96.91,20.93,35.74,348,297,563,574,603,730,753,899
97.01,20.93,35.74,350,297,564,574,603,730,755,901
97.11,20.93,35.74,348,297,564,575,604,731,755,902
97.2,20.93,35.74,349,297,564,575,605,731,756,903
97.3,20.93,35.74,349,298,564,575,605,731,756,904
97.4,20.91,35.74,349,297,564,575,605,732,758,905
97.5,20.91,35.74,350,298,565,575,606,733,759,906
97.6,20.91,35.74,349,298,565,575,607,734,760,907
97.7,20.91,35.74,349,299,566,575,608,734,760,909
97.8,20.91,35.74,349,298,566,575,608,735,761,910
97.9,20.91,35.74,350,298,566,575,609,736,762,911
98,20.91,35.74,350,299,566,575,609,736,764,912
98.09,20.91,35.74,352,299,566,575,611,737,764,912
98.19,20.91,35.74,350,299,567,576,611,737,764,914
98.3,20.91,35.74,350,299,568,575,611,738,765,915
98.39,20.93,35.77,351,299,568,575,611,738,766,916
98.5,20.93,35.77,351,299,567,576,612,738,766,917
98.61,20.93,35.77,351,299,569,575,612,740,767,918
98.71,20.93,35.77,352,300,569,575,614,740,768,919
98.8,20.93,35.77,351,299,569,576,614,740,769,920
98.9,20.93,35.77,351,300,570,576,614,741,769,920
99,20.93,35.77,352,300,569,575,615,742,769,922
99.1,20.93,35.77,352,300,570,576,616,743,770,922
99.2,20.93,35.77,353,300,571,576,616,743,771,924
99.3,20.93,35.77,352,300,570,576,617,743,771,924
99.36,20.93,35.77,352,301,571,576,617,743,772,925
99.36,20.93,35.77,352,301,571,576,617,743,772,925
99.36,20.93,35.77,352,301,571,576,617,743,772,925
99.87,20.93,35.77,353,302,573,576,620,747,774,929
99.87,20.93,35.77,353,302,573,576,620,747,774,929
99.9,20.93,35.77,353,301,573,576,621,747,775,930
100,20.93,35.77,355,302,573,576,620,748,776,931
100.1,20.93,35.77,353,301,573,576,621,748,776,931
100.2,20.93,35.77,354,301,574,577,621,748,777,932
100.3,20.93,35.77,354,301,574,576,622,749,778,933
100.4,20.92,35.74,354,301,574,576,623,750,779,933
100.51,20.92,35.74,357,301,575,576,623,750,779,934
100.61,20.92,35.74,357,302,575,576,624,750,781,935
100.71,20.92,35.74,356,302,574,576,625,752,781,936
100.81,20.92,35.74,355,303,575,576,625,752,783,937
100.9,20.92,35.74,356,302,575,576,625,752,783,937
101,20.92,35.74,357,302,576,577,626,753,784,938
101.11,20.92,35.74,358,303,576,577,627,753,785,940
101.21,20.92,35.74,356,302,577,576,627,755,786,940
101.3,20.92,35.74,356,302,576,577,628,754,787,941
101.41,20.92,35.74,357,303,577,577,629,756,789,942
101.51,20.92,35.81,356,303,577,577,629,756,789,943
101.6,20.92,35.81,356,303,578,577,630,757,790,944
101.7,20.92,35.81,357,303,579,577,630,758,791,945
101.8,20.92,35.81,356,303,578,577,630,758,791,945
101.9,20.92,35.81,356,303,578,577,631,758,793,946
102,20.92,35.81,358,303,580,577,631,759,794,947
102.11,20.92,35.81,358,303,579,577,632,759,795,948
102.21,20.92,35.81,359,303,580,577,633,760,796,950
102.31,20.92,35.81,359,303,580,578,633,761,797,950
102.41,20.92,35.81,358,303,581,577,634,762,798,951
102.5,20.92,35.81,359,304,580,577,635,762,799,951
102.6,20.92,35.81,359,304,581,578,635,763,800,952
102.7,20.92,35.81,360,304,581,578,636,763,801,954
102.8,20.92,35.81,359,305,582,578,637,764,803,955
